Order_ID,Order_Date,Customer_ID,Gender,Age,City,Category,Product_Name,Quantity,Price,Discount,Total_Sales,Payment_Method,Rating,Delivery_Status
ORD00027,2025-10-11,C1306,Male,26,Delhi,Top,Shirt,3,1999,20,4797.6,UPI,3.5,Delivered
ORD00028,2025-06-25,C1208,Female,50,Bengaluru,Accessories,Handbag,3,999,20,2397.6,Cash,3.8,Delivered
ORD00029,2025-06-20,C1789,Male,34,Mumbai,Dress,Kurti,4,2999,10,10796.4,Net Banking,3.6,Cancelled
ORD00030,2025-12-20,C1925,Male,52,Pune,Shoes,Sandals,1,499,0,499.0,Cash,4.9,Cancelled
ORD00031,2025-01-21,C1920,Female,31,Chennai,Accessories,Handbag,4,799,0,3196.0,Card,4.0,Cancelled
ORD00032,2025-05-02,C1885,Male,29,Bengaluru,Dress,Maxi Dress,4,1999,5,7596.2,UPI,4.9,Delivered
ORD00033,2025-02-25,C1391,Male,48,Mumbai,Bottom,Leggings,2,999,5,1898.1,Card,4.7,Returned
ORD00034,2025-07-24,C1336,Female,22,Delhi,Bottom,Leggings,2,799,0,1598.0,Cash,4.5,Cancelled
ORD00035,2025-05-14,C1182,Female,20,Pune,Accessories,Watch,3,499,0,1497.0,Net Banking,4.8,Returned
ORD00036,2025-01-23,C1725,Female,18,Hyderabad,Bottom,Leggings,1,1499,20,1199.2,Card,3.8,Returned
ORD00037,2025-03-05,C1737,Female,50,Delhi,Shoes,Sneakers,3,1999,10,5397.3,Net Banking,4.5,Returned
ORD00038,2025-12-07,C1962,Female,29,Hyderabad,Shoes,Sandals,3,1999,5,5697.15,Cash,3.8,Returned
ORD00039,2025-10-24,C1621,Female,47,Bengaluru,Accessories,Handbag,3,999,5,2847.15,Net Banking,4.1,Cancelled
ORD00040,2025-05-26,C1527,Female,23,Mumbai,Top,Crop Top,4,2999,5,11396.2,Cash,4.5,Delivered
ORD00041,2025-11-09,C1870,Male,47,Bengaluru,Top,T-Shirt,1,499,5,474.05,Card,5.0,Cancelled
ORD00042,2025-01-03,C1914,Male,45,Mumbai,Shoes,Heels,4,799,5,3036.2,Card,4.5,Cancelled
ORD00043,2025-03-04,C1467,Male,47,Chennai,Accessories,Watch,1,1999,5,1899.05,Cash,4.9,Returned
ORD00044,2025-03-23,C1761,Female,46,Delhi,Accessories,Scarf,4,2999,20,9596.8,Card,4.2,Cancelled
ORD00045,2025-02-09,C1730,Female,33,Delhi,Bottom,Trousers,4,2499,5,9496.2,Cash,3.9,Returned
ORD00046,2025-03-20,C1723,Male,22,Bengaluru,Accessories,Handbag,2,799,5,1518.1,Net Banking,4.1,Returned
ORD00047,2025-07-19,C1926,Male,54,Bengaluru,Accessories,Watch,4,499,5,1896.2,Net Banking,4.7,Delivered
ORD00048,2025-10-07,C1819,Male,49,,Bottom,Leggings,4,2999,15,10196.6,Cash,4.3,Returned
ORD00049,2025-08-28,C1941,Male,52,Pune,Shoes,Sneakers,4,999,15,3396.6,Net Banking,4.6,Cancelled
ORD00050,2025-08-25,C1186,Male,34,Bengaluru,Accessories,Scarf,1,499,15,424.15,Cash,3.7,Delivered
ORD00051,2025-08-04,C1258,Male,48,Pune,Shoes,Heels,3,2999,15,7647.45,UPI,3.9,Returned
ORD00052,2025-05-07,C1204,Male,27,Mumbai,Top,Crop Top,1,2999,0,2999.0,Card,4.6,Returned
ORD00053,2025-03-27,C1620,Male,28,Delhi,Dress,Kurti,2,1499,10,2698.2,UPI,4.7,Cancelled
ORD00054,2025-12-20,C1850,Male,24,Chennai,Dress,Maxi Dress,4,1499,5,5696.2,Cash,3.6,Cancelled
ORD00055,2025-07-09,C1070,Female,18,Bengaluru,Accessories,Handbag,1,999,20,799.2,Net Banking,4.1,Delivered
ORD00056,2025-09-25,C1988,Female,52,Bengaluru,Shoes,Heels,4,2499,5,9496.2,Net Banking,4.2,Returned
ORD00057,2025-02-14,C1285,Female,33,Bengaluru,Accessories,Watch,3,2999,5,8547.15,Net Banking,4.7,Returned
ORD00058,2025-05-13,C1348,Female,35,Hyderabad,Dress,Maxi Dress,3,799,15,2037.45,UPI,3.8,Cancelled
ORD00059,2025-05-04,C1707,Female,49,Bengaluru,Top,T-Shirt,2,2499,15,4248.3,UPI,4.2,Delivered
ORD00060,2025-10-25,C1377,Female,53,Hyderabad,Bottom,Jeans,4,2499,5,9496.2,Cash,4.0,Returned
ORD00061,2025-05-09,C1236,Male,30,Delhi,Accessories,Watch,3,2499,15,6372.45,UPI,3.9,Cancelled
ORD00062,2025-05-22,C1741,Female,24,Mumbai,Accessories,Scarf,2,799,5,1518.1,Cash,4.6,Delivered
ORD00063,2025-01-24,C1997,Male,53,Delhi,Bottom,Jeans,3,499,20,1197.6,Card,3.7,Cancelled
ORD00064,2025-08-14,C1348,Male,21,Delhi,Shoes,Sneakers,1,1999,10,1799.1,Net Banking,4.2,Delivered
ORD00065,2025-01-28,C1155,Male,54,Delhi,Dress,Maxi Dress,4,499,20,1596.8,UPI,4.4,Delivered
ORD00066,2025-04-26,C1794,Female,46,Bengaluru,Dress,Kurti,4,1999,20,6396.8,Cash,4.7,Cancelled
ORD00067,2025-04-17,C1640,Male,34,Chennai,Shoes,Heels,1,1999,0,1999.0,UPI,4.9,Delivered
ORD00068,2025-12-19,C1608,Female,36,Pune,Top,T-Shirt,1,799,0,799.0,Card,4.1,Returned
ORD00069,2025-11-17,C1603,Male,45,Pune,Bottom,Trousers,4,499,5,1896.2,Card,4.9,Cancelled
ORD00070,2025-06-07,C1609,Female,46,Pune,Top,Shirt,2,499,0,998.0,Net Banking,3.7,Cancelled
ORD00071,2025-08-13,C1082,Male,45,Chennai,Bottom,Trousers,4,999,20,3196.8,Cash,4.3,Cancelled
ORD00072,2025-01-11,C1783,Female,54,Pune,Bottom,Jeans,1,799,20,639.2,Card,4.4,Returned
ORD00073,2025-08-12,C1650,Female,23,Bengaluru,Accessories,Scarf,4,999,5,3796.2,Cash,5.0,Returned
ORD00074,2025-12-22,C1507,Female,43,Hyderabad,Bottom,Leggings,1,2999,5,2849.05,UPI,4.0,Returned
ORD00075,2025-07-26,C1885,Male,52,Bengaluru,Dress,Maxi Dress,3,999,0,2997.0,Net Banking,5.0,Delivered
ORD00076,2025-01-27,C1208,Female,53,Mumbai,Top,Crop Top,3,1999,15,5097.45,Cash,4.4,Returned
ORD00077,2025-12-30,C1162,Female,53,Pune,Shoes,Sneakers,1,2499,20,1999.2,Net Banking,4.7,Delivered
ORD00078,2025-05-30,C1521,Female,44,Bengaluru,Top,T-Shirt,4,499,5,1896.2,Net Banking,4.2,Delivered
ORD00079,2025-09-18,C1764,Male,22,Delhi,Shoes,Sandals,2,1499,5,2848.1,Net Banking,4.9,Returned
ORD00080,2025-10-24,C1675,Female,27,Bengaluru,Accessories,Watch,1,999,10,899.1,Net Banking,4.8,Returned
ORD00081,2025-12-24,C1244,Female,32,Bengaluru,Bottom,Trousers,4,1499,10,5396.4,UPI,4.8,Returned
ORD00082,2025-01-19,C1129,Female,24,Bengaluru,Shoes,Sandals,4,1499,5,5696.2,UPI,4.2,Cancelled
ORD00083,2025-05-16,C1346,Female,23,Delhi,Shoes,Sneakers,2,1499,5,2848.1,Net Banking,3.6,Returned
ORD00084,2025-12-17,C1943,Female,32,Chennai,Shoes,Sandals,1,1999,0,1999.0,UPI,3.9,Returned
ORD00085,2025-01-15,C1047,Female,21,Delhi,Dress,Kurti,1,1499,5,1424.05,Cash,4.5,Returned
ORD00086,2025-04-03,C1174,Male,23,Hyderabad,Shoes,Sneakers,2,1999,15,3398.3,Net Banking,4.3,Cancelled
ORD00087,2025-08-24,C1261,Male,47,Delhi,Top,Shirt,2,799,15,1358.3,Card,4.5,Delivered
ORD00088,2025-08-22,C1865,Female,30,Bengaluru,Shoes,Heels,3,2499,15,6372.45,Net Banking,4.5,Delivered
ORD00089,2025-06-01,C1022,Female,35,Pune,Top,Shirt,3,1999,10,5397.3,UPI,5.0,Cancelled
ORD00090,2025-04-08,C1635,Female,26,Chennai,Shoes,Heels,2,1999,10,3598.2,UPI,3.8,Cancelled
ORD00091,2025-03-09,C1092,Female,38,Chennai,Dress,Maxi Dress,4,499,20,1596.8,Net Banking,4.0,Delivered
ORD00092,2025-03-26,C1263,Female,36,Chennai,Top,T-Shirt,3,1999,20,4797.6,Cash,4.9,Delivered
ORD00093,2025-12-12,C1406,Female,23,Bengaluru,Shoes,Sneakers,2,2999,5,5698.1,UPI,4.8,Returned
ORD00094,2025-11-23,C1962,Female,24,Chennai,Accessories,Handbag,4,999,10,3596.4,Card,4.4,Returned
ORD00095,2025-11-22,C1843,Female,37,Chennai,Dress,Kurti,3,1999,5,5697.15,Net Banking,4.5,Delivered
ORD00096,2025-05-01,C1908,Male,42,Bengaluru,Top,T-Shirt,1,999,15,849.15,Cash,3.7,Cancelled
ORD00097,2025-11-12,C1417,Female,20,Chennai,Accessories,Watch,2,1499,0,2998.0,Cash,4.8,Delivered
ORD00098,2025-12-18,C1376,Female,21,Bengaluru,Shoes,Heels,2,2999,10,5398.2,Cash,3.6,Delivered
ORD00099,2025-11-02,C1994,Male,21,Delhi,Dress,Maxi Dress,1,2499,5,2374.05,Card,4.5,Delivered
ORD00100,2025-04-21,C1832,Male,39,Mumbai,Accessories,Handbag,1,2999,20,2399.2,UPI,3.8,Returned
ORD00101,2025-01-14,C1134,Male,40,Mumbai,Top,T-Shirt,3,2999,5,8547.15,Cash,3.7,Delivered
ORD00102,2025-02-02,C1487,Female,41,Hyderabad,Top,Shirt,1,799,15,679.15,UPI,4.3,Returned
ORD00103,2025-11-26,C1987,Male,21,Bengaluru,Accessories,Handbag,1,2499,20,1999.2,Net Banking,4.0,Returned
ORD00104,2025-03-17,C1067,Male,35,Hyderabad,Dress,Maxi Dress,4,499,0,1996.0,Cash,4.0,Returned
ORD00105,2025-02-20,C1812,Male,53,Chennai,Accessories,Scarf,3,1499,20,3597.6,Card,4.4,Returned
ORD00106,2025-02-18,C1320,Female,38,Chennai,Shoes,Sneakers,4,999,15,3396.6,Cash,4.1,Returned
ORD00107,2025-02-17,C1442,Male,41,Mumbai,Top,Crop Top,4,499,0,1996.0,UPI,4.7,Cancelled
ORD00108,2025-12-07,C1963,Female,21,Delhi,Accessories,Scarf,3,2499,0,7497.0,Cash,4.1,Returned
ORD00109,2025-02-25,C1358,Female,25,Delhi,Dress,Kurti,2,799,15,1358.3,Card,3.8,Returned
ORD00110,2025-05-20,C1719,Female,39,Delhi,Accessories,Scarf,1,1999,10,1799.1,UPI,3.5,Delivered
ORD00111,2025-01-16,C1093,Male,42,Bengaluru,Top,Crop Top,4,499,5,1896.2,Net Banking,4.6,Returned
ORD00112,2025-10-18,C1610,Male,21,Mumbai,Top,Shirt,3,2499,10,6747.3,Card,4.7,Cancelled
ORD00113,2025-09-06,C1621,Female,44,Delhi,Dress,Kurti,1,999,15,849.15,Card,4.5,Cancelled
ORD00114,2025-10-31,C1498,Female,20,Mumbai,Dress,Maxi Dress,4,499,10,1796.4,Net Banking,4.5,Cancelled
ORD00115,2025-05-11,C1296,Female,25,Pune,Dress,Floral Dress,2,999,5,1898.1,Net Banking,4.7,Cancelled
ORD00116,2025-09-14,C1572,Female,22,Bengaluru,Shoes,Sneakers,2,1499,20,2398.4,UPI,4.6,Returned
ORD00117,2025-10-21,C1414,Female,36,Pune,Dress,Maxi Dress,1,2999,10,2699.1,Net Banking,4.4,Delivered
ORD00118,2025-02-24,C1249,Female,55,Bengaluru,Bottom,Jeans,4,2999,10,10796.4,UPI,3.6,Returned
ORD00119,2025-02-09,C1522,Male,51,Hyderabad,Bottom,Trousers,3,799,10,2157.3,Card,4.7,Returned
ORD00120,2025-04-12,C1177,Male,22,Mumbai,Bottom,Trousers,2,799,0,1598.0,Net Banking,3.7,Returned
ORD00121,2025-11-16,C1330,Female,27,Bengaluru,Accessories,Scarf,4,2499,20,7996.8,UPI,4.5,Returned
ORD00122,2025-06-30,C1519,Male,37,Bengaluru,Shoes,Sandals,3,2999,10,8097.3,Net Banking,4.4,Delivered
ORD00123,2025-09-17,C1393,Female,55,Hyderabad,Dress,Maxi Dress,3,499,0,1497.0,UPI,4.4,Returned
ORD00124,2025-03-19,C1980,Male,46,Pune,Accessories,Scarf,2,999,20,1598.4,Cash,4.2,Cancelled
ORD00125,2025-08-13,C1536,Male,41,Delhi,Dress,Kurti,2,499,5,948.1,Cash,4.6,Returned
ORD00126,2025-02-18,C1571,Female,36,Delhi,Shoes,Heels,1,2999,10,2699.1,Card,3.6,Returned
ORD00127,2025-12-24,C1678,Female,26,Hyderabad,Dress,Kurti,2,999,10,1798.2,UPI,5.0,Returned
ORD00128,2025-12-17,C1934,Male,45,Hyderabad,Accessories,Watch,3,2999,5,8547.15,Cash,4.5,Delivered
ORD00129,2025-09-06,C1196,Male,26,Mumbai,Bottom,Leggings,2,799,10,1438.2,UPI,4.9,Returned
ORD00130,2025-11-13,C1134,Female,27,Mumbai,Dress,Kurti,1,2499,10,2249.1,Card,4.8,Cancelled
ORD00131,2025-05-02,C1992,Female,36,Chennai,Accessories,Handbag,4,499,15,1696.6,Net Banking,4.0,Delivered
ORD00132,2025-04-10,C1376,Female,47,Delhi,Accessories,Handbag,3,2999,15,7647.45,Net Banking,4.9,Cancelled
ORD00133,2025-03-12,C1893,Female,21,Chennai,Accessories,Watch,2,2999,5,5698.1,Net Banking,4.7,Returned
ORD00134,2025-05-20,C1460,Male,45,Pune,Accessories,Handbag,1,999,0,999.0,Card,4.6,Returned
ORD00135,2025-05-01,C1395,Male,41,Mumbai,Bottom,Jeans,4,499,15,1696.6,UPI,4.3,Returned
ORD00136,2025-05-27,C1939,Female,26,Chennai,Dress,Kurti,3,2999,5,8547.15,Net Banking,3.7,Returned
ORD00137,2025-03-18,C1561,Female,25,Delhi,Accessories,Handbag,1,499,10,449.1,Card,3.8,Returned
ORD00138,2025-02-26,C1856,Female,52,Pune,Dress,Floral Dress,2,1499,20,2398.4,Card,4.2,Cancelled
ORD00139,2025-10-20,C1426,Male,23,Hyderabad,Top,Shirt,4,499,20,1596.8,Cash,4.0,Delivered
ORD00140,2025-07-18,C1382,Female,19,Delhi,Accessories,Scarf,1,1499,15,1274.15,UPI,3.6,Returned
ORD00141,2025-06-20,C1136,Male,40,Hyderabad,Top,Crop Top,1,2999,20,2399.2,Cash,4.6,Cancelled
ORD00142,2025-03-11,C1064,Female,20,Delhi,Top,Crop Top,4,2499,15,8496.6,Card,4.4,Delivered
ORD00143,2025-10-06,C1484,Female,20,Chennai,Top,T-Shirt,3,999,20,2397.6,Card,4.1,Returned
ORD00144,2025-08-12,C1910,Female,46,Bengaluru,Bottom,Jeans,3,999,0,2997.0,Cash,4.7,Delivered
ORD00145,2025-02-12,C1744,Female,23,Bengaluru,Shoes,Sandals,4,999,20,3196.8,Card,3.9,Cancelled
ORD00146,2025-06-06,C1456,Female,28,Chennai,Bottom,Leggings,1,499,10,449.1,Net Banking,4.5,Returned
ORD00147,2025-01-30,C1076,Female,41,Hyderabad,Shoes,Sneakers,3,1999,15,5097.45,Card,3.9,Delivered
ORD00148,2025-11-27,C1375,Female,42,Hyderabad,Top,Crop Top,4,499,5,1896.2,UPI,3.6,Cancelled
ORD00149,2025-02-09,C1587,Male,51,Delhi,Top,Crop Top,4,999,10,3596.4,Net Banking,4.2,Returned
ORD00150,2025-07-18,C1935,Male,34,Delhi,Bottom,Jeans,1,499,5,474.05,Net Banking,4.2,Delivered
ORD00151,2025-02-07,C1462,Male,46,Pune,Accessories,Watch,4,799,0,3196.0,Cash,3.7,Cancelled
ORD00152,2025-06-03,C1871,Male,29,Delhi,Bottom,Trousers,1,1999,20,1599.2,Card,3.9,Delivered
ORD00153,2025-10-11,C1586,Female,47,Hyderabad,Top,T-Shirt,2,2999,15,5098.3,Card,3.5,Cancelled
ORD00154,2025-07-29,C1843,Male,26,Delhi,Dress,Floral Dress,3,1499,15,3822.45,UPI,4.3,Returned
ORD00155,2025-04-04,C1786,Male,45,Hyderabad,Shoes,Sandals,3,799,20,1917.6,UPI,4.5,Delivered
ORD00156,2025-12-30,C1230,Female,51,Delhi,Accessories,Handbag,3,799,5,2277.15,UPI,4.0,Returned
ORD00157,2025-02-17,C1514,Male,55,Hyderabad,Top,Crop Top,3,799,10,2157.3,Card,4.4,Delivered
ORD00158,2025-01-15,C1083,Male,54,Delhi,Accessories,Scarf,3,2999,20,7197.6,Card,3.6,Cancelled
ORD00159,2025-06-04,C1494,Male,43,Delhi,Shoes,Sandals,1,1499,20,1199.2,Net Banking,3.9,Delivered
ORD00160,2025-06-24,C1621,Male,38,Chennai,Dress,Floral Dress,4,1499,15,5096.6,Cash,4.2,Cancelled
ORD00161,2025-02-24,C1326,Male,47,Pune,Bottom,Leggings,2,2999,10,5398.2,Cash,4.3,Returned
ORD00162,2025-11-12,C1428,Male,28,Delhi,Top,T-Shirt,1,499,10,449.1,Cash,4.9,Delivered
ORD00163,2025-02-16,C1967,Female,50,Bengaluru,Top,Shirt,4,1499,10,5396.4,Card,4.2,Delivered
ORD00164,2025-12-01,C1688,Female,36,Hyderabad,Accessories,Watch,1,499,10,449.1,UPI,4.2,Delivered
ORD00165,2025-07-07,C1046,Female,21,Hyderabad,Shoes,Sneakers,3,2499,10,6747.3,Card,4.6,Returned
ORD00166,2025-10-09,C1286,Male,26,Pune,Accessories,Watch,1,1499,20,1199.2,Net Banking,4.2,Returned
ORD00167,2025-09-18,C1411,Male,20,Pune,Bottom,Trousers,3,2999,5,8547.15,Card,3.8,Cancelled
ORD00168,2025-03-13,C1335,Female,28,Bengaluru,Bottom,Leggings,4,799,20,2556.8,Cash,4.8,Cancelled
ORD00169,2025-01-09,C1377,Female,25,Bengaluru,Bottom,Trousers,4,2499,20,7996.8,Cash,3.9,Cancelled
ORD00170,2025-01-27,C1597,Female,28,Hyderabad,Dress,Kurti,4,999,20,3196.8,Net Banking,4.4,Delivered
ORD00171,2025-08-03,C1155,Female,31,Bengaluru,Top,T-Shirt,1,799,0,799.0,Net Banking,4.2,Cancelled
ORD00172,2025-12-06,C1489,Female,38,Mumbai,Dress,Kurti,2,1999,5,3798.1,Net Banking,4.3,Cancelled
ORD00173,2025-04-09,C1980,Male,35,Hyderabad,Bottom,Trousers,3,2499,10,6747.3,Cash,4.4,Delivered
ORD00174,2025-06-28,C1573,Female,36,Pune,Bottom,Leggings,2,2499,15,4248.3,Net Banking,4.0,Returned
ORD00175,2025-02-10,C1354,Female,34,Chennai,Bottom,Jeans,3,499,10,1347.3,Net Banking,4.9,Delivered
ORD00176,2025-11-12,C1758,Male,33,Pune,Top,Crop Top,3,1999,10,5397.3,Card,3.7,Cancelled
ORD00177,2025-02-21,C1697,Male,18,Hyderabad,Top,T-Shirt,1,1499,10,1349.1,Card,4.6,Returned
ORD00178,2025-11-27,C1060,Male,54,Mumbai,Shoes,Heels,2,2999,10,5398.2,UPI,4.0,Delivered
ORD00179,2025-04-06,C1959,Female,20,Pune,Shoes,Sneakers,1,2999,15,2549.15,Cash,4.7,Cancelled
ORD00180,2025-10-06,C1536,Female,26,Hyderabad,Accessories,Handbag,3,999,15,2547.45,Net Banking,5.0,Returned
ORD00181,2025-04-06,C1014,Female,36,Hyderabad,Top,T-Shirt,3,799,15,2037.45,Card,4.5,Delivered
ORD00182,2025-02-14,C1410,Male,29,Mumbai,Accessories,Scarf,4,2999,15,10196.6,Net Banking,4.3,Returned
ORD00183,2025-05-17,C1976,Female,37,Hyderabad,Top,T-Shirt,3,1499,5,4272.15,UPI,4.2,Returned
ORD00184,2025-03-23,C1415,Female,25,Chennai,Bottom,Trousers,2,499,0,998.0,Cash,4.2,Returned
ORD00185,2025-11-07,C1382,Female,53,Bengaluru,Accessories,Handbag,2,799,15,1358.3,Card,3.7,Delivered
ORD00186,2025-10-16,C1114,Male,53,Hyderabad,Accessories,Handbag,4,1999,10,7196.4,Card,3.6,Cancelled
ORD00187,2025-12-15,C1210,Female,23,Hyderabad,Accessories,Handbag,2,999,20,1598.4,Net Banking,4.2,Delivered
ORD00188,2025-08-25,C1688,Female,19,Bengaluru,Shoes,Sneakers,4,1499,20,4796.8,Cash,3.6,Delivered
ORD00189,2025-02-02,C1554,Male,22,Bengaluru,Top,Crop Top,1,499,15,424.15,UPI,4.0,Returned
ORD00190,2025-07-15,C1459,Female,42,Pune,Shoes,Sneakers,2,2999,15,5098.3,Card,4.1,Cancelled
ORD00191,2025-04-25,C1854,Male,19,Delhi,Bottom,Jeans,2,1999,15,3398.3,Net Banking,4.3,Cancelled
ORD00192,2025-06-27,C1158,Female,30,Chennai,Accessories,Watch,4,2999,5,11396.2,UPI,3.9,Delivered
ORD00193,2025-11-01,C1034,Female,21,Mumbai,Shoes,Sandals,1,799,5,759.05,UPI,3.6,Returned
ORD00194,2025-05-29,C1239,Female,54,Hyderabad,Shoes,Sneakers,2,2999,0,5998.0,Cash,3.7,Delivered
ORD00195,2025-10-13,C1971,Male,45,Hyderabad,Bottom,Jeans,2,1499,10,2698.2,Net Banking,3.9,Delivered
ORD00196,2025-08-02,C1418,Male,37,Bengaluru,Bottom,Trousers,4,2999,20,9596.8,Card,4.0,Cancelled
ORD00197,2025-01-30,C1575,Female,44,Hyderabad,Shoes,Sneakers,2,999,5,1898.1,Card,4.7,Returned
ORD00198,2025-07-09,C1094,Male,21,Delhi,Top,Shirt,2,999,0,1998.0,Net Banking,4.9,Cancelled
ORD00199,2025-10-28,C1741,Male,48,Mumbai,Accessories,Scarf,1,2999,0,2999.0,Cash,3.8,Returned
ORD00200,2025-09-03,C1936,Male,31,Bengaluru,Dress,Floral Dress,2,2499,0,4998.0,Card,4.6,Cancelled
ORD00201,2025-06-07,C1267,Female,50,Bengaluru,Bottom,Leggings,4,1499,20,4796.8,Net Banking,4.5,Delivered
ORD00202,2025-10-16,C1884,Male,27,Pune,Shoes,Heels,2,999,10,1798.2,Cash,4.1,Cancelled
ORD00203,2025-04-28,C1388,Male,49,Hyderabad,Accessories,Scarf,4,999,5,3796.2,Cash,3.8,Returned
ORD00204,2025-06-30,C1173,Male,52,Bengaluru,Shoes,Sandals,4,1499,5,5696.2,Card,4.6,Cancelled
ORD00205,2025-12-09,C1049,Male,44,Mumbai,Dress,Kurti,1,2999,0,2999.0,Card,4.9,Delivered
ORD00206,2025-11-13,C1653,Female,49,Pune,Top,T-Shirt,2,1999,15,3398.3,UPI,4.1,Cancelled
ORD00207,2025-10-02,C1293,Male,50,Chennai,Accessories,Watch,1,499,20,399.2,Net Banking,4.6,Delivered
ORD00208,2025-05-10,C1834,Female,35,Bengaluru,Dress,Floral Dress,2,799,5,1518.1,UPI,4.4,Returned
ORD00209,2025-02-11,C1669,Male,23,Bengaluru,Shoes,Heels,2,2499,5,4748.1,Net Banking,3.9,Returned
ORD00210,2025-02-12,C1511,Female,39,Hyderabad,Accessories,Watch,1,2499,0,2499.0,UPI,4.6,Cancelled
ORD00211,2025-01-24,C1946,Male,35,Hyderabad,Dress,Floral Dress,2,2999,20,4798.4,UPI,4.2,Delivered
ORD00212,2025-12-31,C1840,Female,22,Delhi,Bottom,Jeans,2,1999,5,3798.1,Card,4.6,Cancelled
ORD00213,2025-03-13,C1809,Male,50,Chennai,Top,Crop Top,4,2499,20,7996.8,Cash,4.0,Delivered
ORD00214,2025-11-11,C1977,Female,38,Pune,Dress,Maxi Dress,2,2999,0,5998.0,Cash,4.0,Returned
ORD00215,2025-12-15,C1599,Female,23,Hyderabad,Shoes,Sneakers,3,1999,15,5097.45,Cash,4.1,Delivered
ORD00216,2025-11-21,C1157,Female,38,Delhi,Dress,Floral Dress,3,799,15,2037.45,UPI,4.6,Delivered
ORD00217,2025-02-14,C1191,Female,46,Hyderabad,Dress,Maxi Dress,4,999,10,3596.4,Net Banking,3.7,Delivered
ORD00218,2025-06-16,C1884,Female,18,Delhi,Dress,Floral Dress,3,1999,0,5997.0,Net Banking,4.4,Returned
ORD00219,2025-07-14,C1173,Male,35,Delhi,Dress,Kurti,2,1999,20,3198.4,Cash,3.8,Returned
ORD00220,2025-09-05,C1801,Male,41,Delhi,Top,T-Shirt,2,1499,10,2698.2,Card,4.1,Cancelled
ORD00221,2025-01-04,C1971,Female,39,Hyderabad,Shoes,Sandals,2,1499,0,2998.0,Net Banking,3.7,Returned
ORD00222,2025-06-14,C1617,Male,48,Delhi,Shoes,Heels,4,2999,20,9596.8,Card,3.7,Returned
